,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
1086,Mercedes,2003,2.3,Petrol,Manual,113831,Used,92452.65,E-Class
1087,Mercedes,2019,1.1,Electric,Automatic,61836,Used,93816.62,C-Class
1088,Honda,2001,3.7,Hybrid,Automatic,294067,Used,19754.74,Fit
1089,BMW,2004,5.3,Hybrid,Manual,255033,Used,8218.17,3 Series
1090,Tesla,2002,5.8,Diesel,Manual,16292,Used,99034.93,Model 3
1091,Mercedes,2008,3.8,Diesel,Automatic,283083,Used,50813.9,GLC
1092,Honda,2019,3.6,Diesel,Manual,243772,Like New,59347.16,Fit
1093,Audi,2005,1.4,Petrol,Automatic,18800,Used,63510.95,A3
1094,Honda,2017,3.7,Diesel,Automatic,56440,Used,80018.5,Accord
1095,Mercedes,2005,2.9,Petrol,Manual,127521,Like New,82138.86,GLA
1096,Ford,2018,4.0,Hybrid,Manual,121327,New,23422.9,Mustang
1097,Ford,2011,2.9,Electric,Manual,49648,Used,27480.49,Fiesta
1098,Tesla,2010,2.2,Hybrid,Manual,291908,Like New,88299.14,Model X
1099,Ford,2001,1.5,Hybrid,Manual,294614,Like New,82854.17,Mustang
1100,Tesla,2014,2.6,Hybrid,Manual,256160,New,63673.84,Model S
1101,Tesla,2011,1.5,Diesel,Automatic,169573,Used,99496.42,Model S
1102,Mercedes,2011,1.9,Diesel,Automatic,57207,Used,74842.47,GLA
1103,Ford,2008,5.9,Diesel,Manual,62157,Used,25504.49,Focus
1104,Tesla,2020,3.2,Electric,Automatic,134288,Like New,85431.19,Model S
1105,BMW,2023,3.7,Diesel,Automatic,153144,Used,44399.6,5 Series
1106,Audi,2001,5.4,Petrol,Automatic,93778,Used,8434.5,Q7
1107,Honda,2021,6.0,Hybrid,Automatic,130016,Used,35535.02,Fit
1108,Honda,2002,3.9,Electric,Manual,124288,Used,77537.37,Fit
1109,Mercedes,2011,5.1,Electric,Automatic,168204,New,96219.59,GLC
1110,Ford,2015,2.6,Electric,Automatic,110573,New,31232.96,Mustang
1111,Ford,2020,2.5,Electric,Manual,120730,New,28419.05,Explorer
1112,Tesla,2023,3.0,Electric,Manual,64186,Used,58543.58,Model Y
1113,Toyota,2000,4.4,Petrol,Manual,267104,Used,82109.97,Camry
1114,Tesla,2020,4.4,Hybrid,Manual,18781,Like New,75919.94,Model 3
1115,Audi,2002,2.6,Electric,Automatic,237677,Like New,58196.1,A3
1116,BMW,2019,1.7,Hybrid,Manual,257506,Like New,64982.02,X5
1117,Honda,2001,4.2,Diesel,Automatic,31126,Used,27999.4,CR-V
1118,Tesla,2008,1.6,Electric,Automatic,238217,New,46094.56,Model X
1119,Toyota,2018,3.9,Electric,Manual,280027,New,29259.73,Camry
1120,Toyota,2014,4.5,Hybrid,Manual,29782,New,89019.71,Camry
1121,Tesla,2017,4.5,Electric,Manual,148051,Used,15692.68,Model X
1122,Mercedes,2010,4.8,Electric,Manual,295890,New,69575.35,E-Class
1123,Honda,2022,5.4,Electric,Manual,261161,Like New,29726.9,Civic
1124,Mercedes,2015,3.5,Petrol,Manual,66266,Like New,50179.85,GLA
1125,BMW,2021,4.7,Petrol,Automatic,56,New,33444.21,X3
1126,Toyota,2016,4.1,Electric,Automatic,293601,Like New,35708.31,Prius
1127,Toyota,2004,1.9,Petrol,Automatic,132773,New,29737.34,Prius
1128,Audi,2011,1.1,Diesel,Automatic,187453,New,76515.33,A3
1129,BMW,2010,2.4,Electric,Manual,181510,Like New,39743.01,X3
1130,Toyota,2014,3.2,Diesel,Manual,80636,Like New,74003.92,RAV4
1131,BMW,2002,4.1,Hybrid,Automatic,66483,Like New,48326.64,5 Series
1132,Honda,2000,5.2,Diesel,Automatic,20505,Like New,56988.37,Accord
1133,Ford,2019,2.0,Hybrid,Automatic,33525,New,56612.31,Focus
1134,Toyota,2015,1.6,Electric,Manual,211474,Like New,97705.95,RAV4
1135,Audi,2001,5.8,Hybrid,Manual,96008,Like New,39870.93,A4
1136,Honda,2001,1.5,Hybrid,Manual,44348,Used,24729.99,Accord
1137,Tesla,2002,3.4,Diesel,Automatic,202259,Like New,91620.23,Model 3
1138,BMW,2007,3.9,Diesel,Automatic,269417,Like New,21609.73,5 Series
1139,Tesla,2023,3.7,Diesel,Manual,206641,New,84270.17,Model 3
1140,Mercedes,2014,1.4,Electric,Manual,134607,New,19270.42,C-Class
1141,Honda,2006,1.3,Electric,Automatic,214096,Used,67578.81,Accord
1142,Tesla,2005,1.5,Diesel,Automatic,107157,Like New,19301.38,Model 3
1143,Toyota,2008,3.9,Electric,Manual,908,Like New,92693.15,Prius
1144,BMW,2019,3.7,Electric,Automatic,252299,Like New,58675.79,X5
1145,Ford,2000,2.2,Hybrid,Manual,201225,Like New,36281.01,Mustang
1146,Honda,2007,4.2,Hybrid,Manual,108352,Like New,18330.66,Accord
1147,Toyota,2022,5.1,Diesel,Automatic,95967,Like New,40263.26,Camry
1148,Audi,2022,1.2,Electric,Automatic,35079,Used,71976.9,A4
1149,Mercedes,2002,3.5,Hybrid,Automatic,212628,Like New,41570.33,GLC
1150,BMW,2003,4.4,Petrol,Manual,111889,Like New,28378.94,X5
1151,Honda,2014,2.3,Electric,Automatic,262063,Like New,59853.9,CR-V
1152,Honda,2005,2.5,Petrol,Automatic,46105,Used,44693.08,Fit
1153,Ford,2014,4.1,Diesel,Manual,132957,Like New,20751.59,Fiesta
1154,Ford,2020,5.5,Electric,Manual,1049,Used,19628.86,Mustang
1155,Audi,2002,5.0,Diesel,Automatic,53281,New,72208.89,Q7
1156,Mercedes,2020,3.9,Diesel,Manual,66697,Like New,97593.83,C-Class
1157,Audi,2020,4.7,Diesel,Manual,36534,Used,27143.94,Q7
1158,Toyota,2013,2.8,Diesel,Manual,93034,New,78449.12,Prius
1159,Toyota,2019,4.2,Diesel,Automatic,58097,Used,13322.64,Camry
1160,Audi,2013,3.3,Electric,Automatic,184885,Used,41249.71,Q7
1161,Mercedes,2003,1.9,Petrol,Manual,287181,New,53135.37,GLC
1162,Audi,2011,4.5,Electric,Manual,27278,Like New,30530.96,Q7
1163,Mercedes,2016,3.8,Electric,Manual,139344,Like New,55309.95,C-Class
1164,Mercedes,2006,2.8,Electric,Automatic,73277,Used,88848.37,C-Class
1165,Tesla,2008,5.6,Hybrid,Manual,4694,New,94721.61,Model 3
1166,BMW,2002,1.1,Hybrid,Manual,58150,Like New,14552.91,3 Series
1167,Mercedes,2012,2.6,Electric,Automatic,67470,Used,30825.36,GLA
1168,Ford,2014,1.3,Petrol,Manual,21556,New,98017.72,Explorer
1169,Mercedes,2017,4.8,Electric,Automatic,195543,Used,30689.75,GLC
1170,Mercedes,2018,4.5,Diesel,Automatic,49086,New,70807.2,C-Class
1171,Mercedes,2000,2.7,Hybrid,Automatic,149979,Like New,29078.1,E-Class
1172,Tesla,2005,4.4,Hybrid,Manual,248399,Like New,38854.73,Model 3
1173,Tesla,2022,3.0,Electric,Manual,179559,Used,23171.5,Model S
1174,Toyota,2001,4.8,Electric,Automatic,99468,Like New,86348.52,Camry
1175,Tesla,2023,3.3,Petrol,Manual,295531,Like New,88851.63,Model X
1176,Ford,2013,3.1,Petrol,Automatic,68602,New,33206.69,Focus
1177,Ford,2005,5.7,Diesel,Manual,2460,Like New,83241.03,Mustang
1178,Tesla,2013,2.3,Electric,Automatic,72356,New,39032.96,Model S
1179,Audi,2003,1.6,Electric,Automatic,259925,New,14406.85,Q7
1180,BMW,2020,3.9,Electric,Manual,16191,Used,77017.26,X5
1181,Tesla,2007,5.8,Hybrid,Manual,84631,New,61662.39,Model S
1182,Mercedes,2002,2.9,Diesel,Manual,245702,Like New,31066.33,E-Class
1183,Honda,2018,1.3,Petrol,Manual,272673,New,29034.98,Fit
1184,BMW,2013,2.7,Hybrid,Automatic,32175,New,97684.22,3 Series
1185,BMW,2019,3.5,Hybrid,Automatic,279819,Used,86937.6,5 Series
1186,Ford,2016,1.8,Hybrid,Manual,157048,Like New,81930.84,Focus
1187,BMW,2007,4.3,Hybrid,Manual,194188,Like New,17161.68,X3
1188,Tesla,2023,6.0,Diesel,Automatic,62821,Like New,76742.79,Model Y
1189,Mercedes,2013,3.3,Electric,Manual,12204,New,25381.32,C-Class
1190,Mercedes,2005,2.8,Petrol,Manual,269538,Like New,97851.95,GLA
1191,Toyota,2022,3.0,Petrol,Manual,246464,Like New,9948.47,RAV4
1192,Mercedes,2021,1.6,Hybrid,Manual,33593,New,38453.16,E-Class
1193,Mercedes,2015,5.4,Hybrid,Automatic,208260,Used,45721.54,GLC
1194,Ford,2018,3.1,Diesel,Automatic,115064,Used,83299.28,Mustang
1195,Mercedes,2013,2.9,Hybrid,Manual,53365,New,77791.17,E-Class
1196,Toyota,2018,4.3,Petrol,Automatic,240644,Used,40624.25,RAV4
1197,Honda,2002,3.2,Petrol,Manual,220511,Used,58728.23,CR-V
1198,Tesla,2009,4.2,Electric,Manual,206971,Used,84381.54,Model X
1199,Ford,2018,1.3,Electric,Manual,103700,Like New,6728.96,Mustang
1200,Honda,2008,5.1,Petrol,Automatic,68247,Used,81206.92,Accord
1201,Ford,2019,5.7,Petrol,Automatic,182631,Like New,94955.12,Fiesta
1202,Audi,2012,4.2,Diesel,Automatic,156270,Used,8046.13,A3
1203,BMW,2006,5.8,Diesel,Automatic,153560,Like New,9330.19,X3
1204,Audi,2013,1.8,Petrol,Automatic,169587,New,37728.83,A3
1205,Mercedes,2008,3.4,Hybrid,Manual,290042,New,13338.11,C-Class
1206,Honda,2022,4.0,Electric,Manual,181142,Used,50531.23,CR-V
1207,Mercedes,2018,3.9,Petrol,Automatic,62613,Like New,74227.52,GLC
1208,BMW,2014,3.0,Hybrid,Automatic,96707,New,58855.43,5 Series
1209,Ford,2019,2.7,Petrol,Automatic,47003,New,23661.03,Mustang
1210,BMW,2013,1.6,Electric,Manual,48478,New,67207.07,X5
1211,Toyota,2023,3.0,Electric,Automatic,59030,New,70061.18,RAV4
1212,BMW,2005,1.8,Diesel,Manual,184133,Used,93582.37,3 Series
1213,Toyota,2020,4.7,Diesel,Manual,145921,Like New,18945.71,RAV4
1214,BMW,2003,2.0,Diesel,Automatic,246160,New,70771.94,5 Series
1215,Tesla,2007,1.3,Diesel,Manual,267589,Used,91585.59,Model 3
1216,Toyota,2016,3.8,Electric,Manual,149112,New,52648.59,RAV4
1217,Honda,2008,4.0,Hybrid,Automatic,262390,New,39370.97,CR-V
1218,Mercedes,2000,5.4,Hybrid,Manual,31153,New,21221.2,C-Class
1219,Mercedes,2023,3.9,Hybrid,Automatic,267356,New,87344.75,GLC
1220,Audi,2019,2.7,Petrol,Manual,134411,Used,42453.41,A3
1221,Mercedes,2013,5.0,Diesel,Automatic,56238,Like New,92863.83,GLC
1222,Ford,2010,3.7,Diesel,Automatic,296751,Used,85537.04,Fiesta
1223,Tesla,2020,1.4,Electric,Manual,52055,Used,40780.79,Model 3
1224,BMW,2002,3.8,Electric,Automatic,104509,Used,59521.86,X5
1225,Audi,2008,5.5,Petrol,Manual,135467,New,7581.53,Q5
1226,Ford,2013,3.0,Petrol,Manual,127378,Like New,30006.03,Explorer
1227,Ford,2008,2.5,Hybrid,Automatic,87687,New,72475.92,Fiesta
1228,Toyota,2003,1.7,Electric,Manual,102652,Used,69401.54,Prius
1229,Mercedes,2003,1.8,Diesel,Automatic,55773,New,38570.1,C-Class
1230,Honda,2007,3.2,Hybrid,Manual,202668,Like New,81817.76,Accord
1231,Honda,2001,4.0,Diesel,Manual,27584,Like New,27404.42,Accord
1232,Audi,2008,1.4,Hybrid,Automatic,244901,New,48820.7,A4
1233,Tesla,2013,5.7,Diesel,Manual,265482,Used,49890.41,Model S
1234,Honda,2021,4.8,Petrol,Manual,62601,New,37377.59,Fit
1235,BMW,2008,3.9,Hybrid,Manual,136559,Used,95693.28,5 Series
1236,Honda,2023,5.1,Diesel,Manual,36282,Like New,71184.98,Civic
1237,Audi,2022,1.4,Diesel,Manual,226137,New,56223.94,Q5
1238,Honda,2015,3.4,Electric,Manual,95798,Like New,53498.93,Accord
1239,BMW,2016,4.2,Hybrid,Manual,130963,Used,20133.13,X5
1240,Toyota,2015,5.1,Diesel,Manual,159876,Used,40357.76,RAV4
1241,Tesla,2011,4.9,Electric,Automatic,140987,New,68913.46,Model Y
1242,Audi,2002,2.4,Diesel,Manual,273302,New,92834.17,A4
1243,Toyota,2010,5.7,Hybrid,Manual,205229,New,82564.09,Prius
1244,Toyota,2013,1.6,Petrol,Automatic,10547,Like New,33537.03,Camry
1245,Toyota,2017,5.4,Hybrid,Automatic,264603,Used,46225.88,Camry
1246,Ford,2020,5.9,Hybrid,Automatic,63146,Used,12877.16,Fiesta
1247,Tesla,2020,1.9,Diesel,Manual,107761,Like New,14706.37,Model 3
1248,Mercedes,2004,4.6,Diesel,Automatic,82970,New,49671.89,GLC
1249,Tesla,2015,1.2,Hybrid,Automatic,191889,New,55370.84,Model X
1250,Ford,2019,3.0,Electric,Manual,169319,Like New,30082.57,Mustang
1251,Mercedes,2004,3.6,Electric,Manual,15419,Used,66064.36,GLA
1252,Tesla,2002,3.9,Electric,Automatic,35577,Used,71821.17,Model S
1253,Toyota,2011,5.7,Diesel,Automatic,2921,Used,33416.03,Prius
1254,Audi,2000,4.4,Diesel,Manual,144535,Used,77050.35,A3
1255,Mercedes,2020,3.4,Hybrid,Manual,156546,Like New,24532.47,GLC
1256,BMW,2008,5.0,Petrol,Manual,125534,Used,56703.88,X5
1257,BMW,2008,5.8,Diesel,Manual,256872,Like New,81406.7,5 Series
1258,Honda,2003,1.1,Hybrid,Manual,72828,New,56015.86,Civic
1259,Mercedes,2002,5.9,Hybrid,Automatic,123649,Like New,91256.46,GLA
1260,Audi,2016,1.4,Petrol,Manual,55152,Used,10557.62,Q5
1261,Ford,2001,5.1,Electric,Manual,220073,New,60889.82,Fiesta
1262,Toyota,2023,2.4,Hybrid,Manual,223393,Like New,58366.77,Camry
1263,Honda,2000,1.7,Hybrid,Manual,86569,Like New,67733.57,CR-V
1264,BMW,2007,3.2,Hybrid,Manual,156844,Like New,84173.65,3 Series
1265,Ford,2012,4.2,Electric,Automatic,159562,New,73956.04,Focus
1266,Ford,2022,2.9,Electric,Manual,122537,Like New,80076.86,Mustang
1267,Toyota,2014,1.3,Petrol,Automatic,53806,Used,32437.59,Prius
1268,Mercedes,2007,4.0,Diesel,Manual,75992,New,41812.25,GLC
1269,BMW,2011,5.5,Electric,Automatic,284464,New,64543.81,X3
1270,Audi,2021,2.9,Diesel,Automatic,258852,Like New,57578.84,A4
1271,Ford,2011,2.1,Diesel,Manual,173217,Used,96304.87,Fiesta
1272,Toyota,2013,3.2,Electric,Manual,194760,New,22749.28,Prius
1273,Audi,2014,1.2,Hybrid,Manual,20754,Like New,38371.45,A4
1274,Mercedes,2014,5.1,Petrol,Manual,69837,Used,59411.75,GLC
1275,BMW,2008,5.1,Diesel,Manual,138279,Like New,87456.56,X3
1276,Mercedes,2018,3.9,Hybrid,Automatic,218811,Like New,93288.11,C-Class
1277,Ford,2019,2.8,Electric,Manual,114780,New,36923.45,Mustang
1278,Audi,2021,5.0,Diesel,Manual,87081,New,11375.3,A4
1279,Audi,2007,3.8,Diesel,Automatic,286160,Like New,45053.87,A3
1280,Audi,2020,5.1,Diesel,Manual,112099,New,42462.69,Q5
1281,Ford,2018,4.2,Hybrid,Automatic,151174,New,98716.27,Explorer
1282,Ford,2005,4.9,Hybrid,Manual,264068,Used,45950.82,Mustang
1283,Mercedes,2019,4.0,Hybrid,Automatic,85015,Used,34043.68,GLC
1284,Honda,2018,3.1,Diesel,Manual,104987,Like New,39710.85,Accord
1285,Mercedes,2003,5.8,Diesel,Automatic,54333,Like New,42708.0,GLC
1286,BMW,2022,3.7,Petrol,Automatic,215530,Like New,83046.34,5 Series
1287,Toyota,2006,4.0,Petrol,Manual,177171,Like New,12696.41,Prius
1288,Audi,2003,2.1,Hybrid,Manual,188418,Used,35068.17,Q7
1289,Honda,2021,4.1,Hybrid,Manual,126372,New,96800.26,Civic
1290,Toyota,2011,3.9,Electric,Automatic,206553,Used,19544.74,Prius
1291,Honda,2012,1.9,Hybrid,Automatic,69767,Like New,75547.13,Accord
1292,Tesla,2002,1.3,Petrol,Automatic,104332,Like New,38857.38,Model X
1293,Mercedes,2021,4.0,Petrol,Manual,143279,Used,60269.62,GLA
1294,Ford,2011,4.8,Petrol,Manual,6336,Used,14457.06,Explorer
1295,Audi,2001,3.6,Diesel,Automatic,206238,Like New,34109.11,A4
1296,Mercedes,2023,2.1,Diesel,Manual,279400,New,52582.17,GLA
1297,Toyota,2001,4.3,Hybrid,Automatic,230517,Like New,27011.56,Prius
1298,Tesla,2022,1.4,Electric,Manual,180889,Used,56477.64,Model Y
1299,Tesla,2008,3.2,Electric,Manual,295863,Like New,25877.13,Model X
1300,Tesla,2000,1.8,Electric,Automatic,45704,Like New,66759.55,Model X
1301,Toyota,2007,1.9,Diesel,Manual,292157,New,90913.66,RAV4
1302,Toyota,2022,2.0,Petrol,Manual,226884,Like New,13121.42,Corolla
1303,Toyota,2005,2.9,Petrol,Manual,167848,Like New,25578.52,Camry
1304,Toyota,2005,1.3,Diesel,Manual,272204,Like New,85220.19,Corolla
1305,Tesla,2021,3.0,Electric,Manual,219182,Used,64997.58,Model 3
1306,Tesla,2017,3.6,Electric,Automatic,78563,Used,12477.35,Model S
1307,Honda,2016,3.4,Hybrid,Manual,135102,New,51203.26,CR-V
1308,Mercedes,2011,2.9,Hybrid,Automatic,89779,Like New,24927.06,GLC
1309,Audi,2005,5.2,Electric,Manual,164361,Used,23914.16,Q7
1310,Ford,2007,1.7,Diesel,Manual,99704,New,94361.31,Fiesta
1311,Tesla,2018,3.5,Electric,Automatic,261757,Like New,77346.45,Model 3
1312,Ford,2009,1.3,Hybrid,Automatic,110234,New,71141.91,Explorer
1313,Mercedes,2000,1.4,Electric,Manual,36491,New,27698.24,E-Class
1314,Mercedes,2012,3.9,Diesel,Manual,226621,New,16264.48,GLA
1315,Ford,2016,3.8,Petrol,Automatic,20448,New,87729.1,Focus
1316,Tesla,2002,5.4,Diesel,Automatic,49294,New,5558.56,Model Y
1317,Ford,2007,3.8,Diesel,Automatic,283590,New,41869.16,Fiesta
1318,Honda,2013,5.8,Hybrid,Automatic,216461,New,31373.19,Civic
1319,BMW,2002,1.2,Diesel,Manual,85615,Like New,59185.74,X5
1320,Tesla,2015,1.5,Diesel,Manual,17101,Like New,28798.3,Model 3
1321,Tesla,2012,1.2,Hybrid,Manual,290160,New,34564.51,Model 3
1322,Audi,2019,1.9,Hybrid,Manual,150004,Like New,85753.79,A3
1323,Toyota,2023,3.7,Petrol,Manual,90481,New,62302.94,Camry
1324,BMW,2016,4.2,Electric,Automatic,52802,Like New,18839.84,3 Series
1325,Mercedes,2012,1.2,Diesel,Automatic,269693,Used,74014.8,GLA
1326,Tesla,2005,5.7,Hybrid,Automatic,210005,New,24708.62,Model Y
1327,Ford,2016,5.2,Petrol,Manual,156434,Used,46135.47,Mustang
1328,BMW,2013,2.5,Electric,Automatic,47842,New,66427.69,X3
1329,Audi,2016,1.4,Hybrid,Manual,46539,New,30833.31,Q7
1330,Mercedes,2007,1.8,Electric,Manual,33717,Used,41490.15,GLA
1331,Toyota,2010,1.6,Electric,Manual,246281,Used,74744.21,RAV4
1332,Toyota,2019,1.6,Diesel,Automatic,186272,Used,94101.54,Corolla
1333,Audi,2000,3.6,Diesel,Manual,115042,New,55278.28,Q5
1334,Audi,2006,2.2,Hybrid,Manual,127922,Used,5947.24,A4
1335,Ford,2020,2.8,Electric,Automatic,92447,Used,37154.06,Focus
1336,Tesla,2020,5.9,Hybrid,Manual,158693,Like New,42870.26,Model X
1337,Toyota,2016,4.4,Hybrid,Automatic,12823,Like New,37221.49,RAV4
1338,Mercedes,2009,5.7,Electric,Manual,29986,Used,46445.54,E-Class
1339,BMW,2010,1.7,Hybrid,Automatic,121682,Used,65103.29,5 Series
1340,Mercedes,2021,2.9,Electric,Manual,64325,Used,16507.16,E-Class
1341,Honda,2008,3.8,Electric,Manual,250476,Used,30899.9,Fit
1342,Honda,2008,1.4,Electric,Automatic,57771,Like New,53226.57,Civic
1343,Audi,2023,1.0,Electric,Manual,54973,New,34979.46,A3
1344,Ford,2004,4.4,Petrol,Automatic,145762,Used,99153.11,Fiesta
1345,Honda,2016,4.2,Electric,Manual,57888,Used,45985.99,CR-V
1346,Toyota,2008,3.1,Diesel,Automatic,10956,Like New,87630.92,Camry
1347,Mercedes,2016,3.4,Diesel,Manual,86839,Used,90168.43,E-Class
1348,Mercedes,2023,3.1,Diesel,Manual,167605,Used,84420.66,GLA
1349,Audi,2020,1.1,Electric,Manual,101131,Like New,9455.33,Q7
1350,Tesla,2018,2.7,Diesel,Automatic,187973,Used,95035.94,Model Y
1351,Tesla,2006,1.9,Petrol,Automatic,11519,Used,17230.54,Model Y
1352,BMW,2022,1.5,Hybrid,Automatic,162187,Like New,8268.34,X5
1353,Audi,2008,5.8,Electric,Automatic,1832,New,44365.11,Q7
1354,BMW,2006,4.0,Diesel,Automatic,113922,Used,23490.23,X5
1355,Tesla,2012,4.6,Petrol,Manual,105474,Used,22498.67,Model S
1356,Audi,2010,2.6,Hybrid,Manual,69715,New,32342.86,Q7
1357,Audi,2013,3.0,Petrol,Manual,73366,Like New,28598.53,Q7
1358,Audi,2018,2.2,Diesel,Manual,37570,New,70055.56,Q7
1359,Tesla,2010,1.5,Petrol,Manual,137687,Used,22743.84,Model S
1360,BMW,2012,1.9,Hybrid,Automatic,38311,New,56596.24,3 Series
1361,BMW,2013,5.0,Diesel,Manual,103187,Like New,98710.52,X5
1362,Audi,2012,4.4,Hybrid,Automatic,285578,Used,46076.33,Q5
1363,Honda,2000,3.7,Petrol,Manual,86879,Like New,65977.95,Fit
1364,Ford,2007,3.4,Electric,Automatic,15739,Like New,97090.31,Focus
1365,Tesla,2011,5.6,Electric,Automatic,66202,New,18075.7,Model Y
1366,Ford,2018,1.4,Electric,Automatic,98580,New,44767.67,Mustang
1367,Ford,2011,2.4,Electric,Manual,224491,Like New,85768.28,Mustang
1368,BMW,2007,2.7,Hybrid,Manual,79599,Like New,93569.04,X5
1369,BMW,2007,4.9,Electric,Manual,164721,Used,62117.43,X5
1370,Honda,2020,6.0,Hybrid,Manual,231436,Like New,18624.96,Accord
1371,Ford,2012,2.2,Diesel,Automatic,116770,Like New,90639.8,Focus
1372,Ford,2011,5.4,Electric,Automatic,179693,New,21572.42,Fiesta
1373,Audi,2015,5.2,Hybrid,Automatic,261051,Like New,38523.4,A3
1374,BMW,2000,2.1,Electric,Automatic,114300,Like New,40673.26,5 Series
1375,Ford,2012,3.0,Electric,Manual,191012,New,47492.7,Mustang
1376,Mercedes,2006,3.0,Electric,Automatic,171796,Used,80065.75,GLC
1377,Honda,2004,5.9,Hybrid,Manual,162776,New,81203.72,Fit
1378,Mercedes,2007,1.9,Petrol,Automatic,241942,New,73367.23,GLA
1379,Mercedes,2013,5.0,Electric,Automatic,2526,Like New,7102.22,GLA
1380,Tesla,2022,2.7,Electric,Automatic,268718,Like New,58660.28,Model 3
1381,Tesla,2012,4.7,Diesel,Manual,270877,Used,76011.83,Model Y
1382,Honda,2014,3.1,Petrol,Manual,36051,Like New,47239.4,CR-V
1383,Mercedes,2022,3.9,Hybrid,Automatic,15909,Used,94768.92,GLA
1384,Ford,2016,5.2,Diesel,Automatic,77338,Used,83262.0,Focus
1385,BMW,2014,5.0,Electric,Automatic,290277,Used,65624.73,3 Series
1386,Honda,2019,5.3,Diesel,Manual,182643,Used,10930.39,CR-V
1387,Audi,2017,1.3,Diesel,Manual,79062,Like New,66972.89,Q5
1388,Mercedes,2017,4.5,Electric,Manual,181980,New,91600.06,C-Class
1389,Honda,2001,1.7,Petrol,Automatic,51458,New,41047.31,Civic
1390,Toyota,2003,3.1,Petrol,Manual,222159,Like New,84622.59,Prius
1391,Toyota,2000,3.7,Diesel,Automatic,287442,Like New,34750.31,Corolla
1392,Tesla,2003,3.0,Electric,Manual,231946,Used,59159.81,Model X
1393,BMW,2017,3.6,Hybrid,Automatic,153263,Like New,66600.32,X3
1394,Ford,2004,6.0,Diesel,Automatic,164164,New,69409.53,Focus
1395,BMW,2018,1.7,Hybrid,Manual,89407,Like New,88842.18,3 Series
1396,BMW,2014,4.4,Diesel,Automatic,206329,Like New,27289.12,X3
1397,BMW,2007,3.0,Diesel,Automatic,62513,Used,29925.11,X5
1398,BMW,2019,1.7,Electric,Automatic,145476,Used,71883.89,5 Series
1399,Audi,2016,1.8,Electric,Manual,35198,Used,21833.41,Q7
1400,Audi,2000,5.7,Hybrid,Automatic,225295,Used,49105.69,Q5
1401,Tesla,2011,5.4,Hybrid,Manual,264323,New,6903.27,Model Y
1402,Honda,2018,5.5,Petrol,Manual,2019,Like New,18393.04,Civic
1403,Toyota,2014,6.0,Electric,Automatic,81455,Like New,69490.41,Corolla
1404,BMW,2008,2.0,Diesel,Manual,216311,Used,76008.85,3 Series
1405,Tesla,2006,2.8,Diesel,Automatic,149776,New,15955.31,Model S
1406,Honda,2001,4.3,Petrol,Manual,149102,New,26632.41,Accord
1407,Toyota,2008,3.4,Electric,Automatic,3420,Like New,14395.92,Corolla
1408,Mercedes,2009,3.1,Diesel,Manual,178725,Used,46174.22,C-Class
1409,Ford,2001,2.8,Petrol,Automatic,16740,Like New,16981.03,Mustang
1410,Audi,2018,4.0,Petrol,Automatic,105789,Like New,46543.12,Q7
1411,Mercedes,2010,3.9,Diesel,Automatic,19465,New,74549.33,E-Class
1412,Toyota,2012,1.8,Diesel,Automatic,4131,New,69921.92,Corolla
1413,Mercedes,2009,3.4,Hybrid,Manual,10652,Like New,31643.75,E-Class
1414,Ford,2013,3.8,Electric,Manual,218115,Used,69007.44,Fiesta
1415,Tesla,2017,3.9,Hybrid,Automatic,245289,Used,93132.65,Model Y
1416,Toyota,2018,2.1,Petrol,Manual,89342,Like New,38014.82,Corolla
1417,Mercedes,2021,4.7,Diesel,Automatic,281315,Like New,36266.32,C-Class
1418,Audi,2008,1.1,Hybrid,Automatic,217201,Used,59286.67,A3
1419,Audi,2006,2.8,Petrol,Manual,259820,Used,28322.67,A4
1420,Honda,2002,4.9,Electric,Manual,186764,Used,66900.0,Accord
1421,Mercedes,2019,3.8,Diesel,Automatic,58541,Like New,84064.87,C-Class
1422,BMW,2005,2.3,Hybrid,Manual,9470,New,48635.26,X3
1423,Mercedes,2020,4.5,Electric,Automatic,192416,Used,69553.2,E-Class
1424,Tesla,2001,3.8,Hybrid,Manual,44308,Used,66929.12,Model 3
1425,Toyota,2005,5.0,Petrol,Manual,135669,Used,8673.23,Camry
1426,Toyota,2002,4.7,Electric,Manual,102840,Like New,22424.55,Corolla
1427,Tesla,2015,4.1,Hybrid,Manual,161860,New,89885.35,Model S
1428,Mercedes,2007,3.4,Electric,Manual,49477,New,94194.75,GLC
1429,Tesla,2001,1.7,Petrol,Automatic,108261,Used,79141.77,Model Y
1430,Ford,2016,2.3,Electric,Manual,102466,Like New,92518.57,Focus
1431,Tesla,2008,3.1,Hybrid,Manual,295215,New,34084.12,Model S
1432,Audi,2011,4.0,Petrol,Automatic,70560,Like New,28532.54,A4
1433,Tesla,2002,3.6,Diesel,Automatic,255392,New,41508.52,Model Y
1434,Toyota,2010,2.4,Hybrid,Automatic,261278,Used,10257.49,Prius
1435,Audi,2000,1.0,Hybrid,Manual,166471,Like New,81937.8,A3
1436,Toyota,2022,3.5,Petrol,Manual,244413,Used,98496.67,RAV4
1437,Honda,2012,2.4,Petrol,Automatic,188511,New,83282.78,Accord
1438,BMW,2014,4.7,Diesel,Automatic,2369,New,57722.66,X5
